Detection Matrix,SO1,SO2,SO3,SO4,,Site Covariates,DistV,Post,Bound,PAS,W,C,Prey,,Detection Covariate (Substrate),SO1,SO2,SO3,SO4
239_01,0,0,0,0,,239_01,32.4,34.8,31.0,0,9.40,0.96,0.60,,239_01,3,3,3,3
239_02,0,0,0,0,,239_02,34.0,35.0,32.6,0,6.91,0.97,0.60,,239_02,3,3,3,3
239_03,0,0,0,0,,239_03,35.3,34.8,33.8,0,11.39,0.98,0.60,,239_03,3,3,3,3
239_04,0,0,0,0,,239_04,35.6,33.6,33.9,0,14.26,0.93,0.60,,239_04,3,2,3,3
239_05,0,0,.,.,,239_05,35.8,32.5,33.9,0,12.97,0.89,0.59,,239_05,2,3,.,.
241_01,0,0,0,0,,241_01,39.5,29.7,28.8,1,0.07,0.59,0.58,,241_01,2,2,1,2
241_02,0,0,0,0,,241_02,40.9,31.6,30.0,1,2.95,0.66,0.59,,241_02,1,2,2,2
241_03,0,0,0,0,,241_03,42.4,33.4,31.1,1,10.57,0.25,0.63,,241_03,1,2,1,1
241_04,0,0,.,.,,241_04,43.6,33.9,32.1,1,13.30,0.31,0.63,,241_04,1,2,.,.
241_05,0,0,0,0,,241_05,44.1,32.5,31.2,1,8.01,0.47,0.60,,241_05,1,2,2,2
241_06,0,0,0,0,,241_06,43.9,30.7,29.3,1,0.32,0.80,0.57,,241_06,2,1,1,2
241_07,0,0,.,.,,241_07,43.9,29.3,27.9,1,0.27,0.38,0.62,,241_07,2,1,.,.
242_01,0,0,0,0,,242_01,29.5,16.6,19.4,1,86.16,0.26,0.72,,242_01,1,1,1,1
242_02,0,0,0,0,,242_02,29.1,18.4,18.8,1,79.96,0.37,0.71,,242_02,1,1,1,1
242_03,0,0,0,0,,242_03,29.9,20.0,19.5,1,9.97,0.78,0.58,,242_03,1,1,1,2
242_04,0,0,0,0,,242_04,31.5,21.4,21.1,1,2.37,0.87,0.55,,242_04,2,2,1,2
242_05,0,0,0,0,,242_05,33.1,23.0,22.6,1,6.09,0.67,0.58,,242_05,2,1,2,2
242_06,0,0,0,0,,242_06,34.5,24.7,24.0,1,3.95,0.66,0.58,,242_06,2,1,1,1
242_07,0,0,0,0,,242_07,35.8,26.5,25.4,1,8.82,0.77,0.59,,242_07,2,1,1,1
242_08,0,0,0,0,,242_08,37.7,27.9,27.3,1,4.27,0.93,0.56,,242_08,1,1,1,1
243_01,1,0,0,0,,243_01,23.4,19.8,13.0,0,9.14,0.88,0.55,,243_01,3,4,4,4
243_02,0,0,1,1,,243_02,21.5,20.3,11.1,0,12.95,0.63,0.58,,243_02,3,3,3,3
243_03,1,1,1,1,,243_03,19.6,20.4,9.3,0,8.52,0.77,0.56,,243_03,3,3,3,2
243_04,1,1,1,1,,243_04,17.7,21.0,7.4,0,7.47,0.62,0.58,,243_04,2,3,2,3
243_05,1,1,1,1,,243_05,15.9,21.8,5.6,0,25.14,0.45,0.62,,243_05,2,3,3,3
243_06,1,1,0,1,,243_06,14.3,23.2,3.8,0,33.50,0.51,0.62,,243_06,3,3,4,3
243_07,1,1,1,1,,243_07,12.6,24.5,2.2,0,21.80,0.31,0.63,,243_07,3,3,2,2
243_08,1,1,1,1,,243_08,10.8,25.7,0.7,0,7.74,0.15,0.49,,243_08,3,3,2,2
244_01,1,0,0,0,,244_01,12.7,22.0,12.0,0,4.80,0.38,0.63,,244_01,3,2,2,3
244_02,1,1,1,1,,244_02,11.0,23.6,10.5,0,0.23,0.63,0.62,,244_02,3,3,2,3
244_03,1,1,1,1,,244_03,9.2,25.2,8.6,0,0.35,0.40,0.62,,244_03,2,3,2,2
244_04,1,1,1,1,,244_04,7.2,26.7,6.7,0,4.33,0.06,0.65,,244_04,2,1,2,4
244_05,1,0,1,1,,244_05,5.2,28.5,4.8,0,10.90,0.50,0.63,,244_05,2,2,2,2
244_06,1,1,1,1,,244_06,3.4,30.2,3.0,0,14.12,0.37,0.65,,244_06,1,2,1,4
244_07,0,0,.,.,,244_07,2.2,31.3,1.6,0,14.78,0.07,0.68,,244_07,3,3,.,.
245_01,0,0,0,0,,245_01,13.9,35.4,4.8,0,13.77,0.43,0.62,,245_01,1,2,2,1
245_02,0,0,0,0,,245_02,12.2,35.0,3.1,0,19.46,0.37,0.64,,245_02,1,2,1,1
245_03,0,0,0,0,,245_03,10.4,34.9,1.4,0,28.59,0.28,0.66,,245_03,1,1,1,1
245_04,0,0,0,0,,245_04,8.7,35.2,0.6,0,22.49,0.46,0.63,,245_04,2,2,1,1
245_05,0,1,0,0,,245_05,6.9,35.8,0.3,0,13.93,0.19,0.60,,245_05,1,2,2,2
255_01,0,0,0,0,,255_01,16.7,1.0,5.6,0,12.40,0.61,0.61,,255_01,4,4,4,4
255_02,0,0,0,0,,255_02,17.5,2.6,6.9,0,13.67,0.70,0.61,,255_02,4,4,4,4
255_03,0,0,0,0,,255_03,18.9,4.5,8.3,0,15.80,0.93,0.60,,255_03,4,4,4,2
255_04,0,0,0,0,,255_04,19.9,6.5,10.3,0,36.74,0.86,0.63,,255_04,2,2,2,2
255_05,0,0,.,.,,255_05,15.8,0.8,4.5,0,8.49,0.50,0.61,,255_05,1,4,2,2
255_06,0,0,0,0,,255_06,15.0,2.5,3.1,0,15.08,0.85,0.60,,255_06,2,2,2,2
257_01,0,0,1,1,,257_01,22.9,21.4,21.1,0,17.72,0.05,0.64,,257_01,1,1,1,1
257_02,0,0,0,0,,257_02,22.3,23.0,21.5,0,14.32,0.22,0.62,,257_02,1,1,1,1
257_03,0,0,0,0,,257_03,22.1,24.4,21.2,0,15.90,0.38,0.61,,257_03,1,2,2,2
257_04,0,0,0,0,,257_04,23.0,26.1,22.0,0,15.56,0.43,0.60,,257_04,2,2,2,3
257_05,0,0,0,0,,257_05,24.3,27.7,23.2,0,10.16,0.74,0.58,,257_05,3,3,3,3
257_06,0,0,0,0,,257_06,25.7,29.4,24.5,0,2.02,0.80,0.58,,257_06,3,3,3,3
257_07,0,0,0,0,,257_07,26.7,31.3,25.4,0,6.71,0.57,0.60,,257_07,3,2,3,3
257_08,0,0,0,0,,257_08,28.1,32.6,26.8,0,9.27,0.70,0.60,,257_08,3,3,3,3
258_01,0,0,0,0,,258_01,26.4,15.6,17.1,0,42.20,0.27,0.65,,258_01,1,2,1,2
258_02,0,0,0,0,,258_02,25.7,17.1,18.3,0,30.06,0.06,0.65,,258_02,1,2,1,1
258_03,0,0,0,0,,258_03,24.6,18.4,19.1,0,26.30,0.01,0.65,,258_03,1,1,1,1
258_04,1,0,1,0,,258_04,23.8,19.9,20.2,0,23.51,0.04,0.64,,258_04,1,2,1,1
259_01,0,0,0,0,,259_01,44.2,27.4,26.0,1,9.57,0.40,0.62,,259_01,1,2,2,2
259_02,0,0,0,0,,259_02,43.3,25.6,24.2,1,8.06,0.76,0.57,,259_02,1,1,2,1
259_03,0,0,0,0,,259_03,41.4,23.7,22.3,1,2.86,0.78,0.56,,259_03,1,1,2,1
259_04,0,0,0,0,,259_04,39.6,21.9,20.7,1,15.58,0.58,0.60,,259_04,1,2,2,2
259_05,0,0,0,0,,259_05,37.9,20.1,19.2,0.375510204,22.22,0.44,0.62,,259_05,1,1,1,1
259_06,0,0,0,0,,259_06,36.3,18.4,17.9,0,21.51,0.00,0.65,,259_06,1,1,1,1
259_07,0,0,0,0,,259_07,35.1,17.0,17.3,0,6.20,0.03,0.62,,259_07,1,1,1,1
259_08,0,0,0,0,,259_08,34.3,15.8,17.0,0,8.13,0.00,0.62,,259_08,1,1,2,2
259_09,0,0,0,0,,259_09,33.1,14.4,16.2,0,12.96,0.01,0.63,,259_09,1,1,2,2
261_01,1,1,0,0,,261_01,22.3,21.8,10.4,0,57.54,0.03,0.68,,261_01,1,1,1,1
261_02,1,1,1,1,,261_02,21.1,21.4,8.9,0,20.14,0.00,0.64,,261_02,1,1,1,1
261_03,1,1,1,0,,261_03,19.6,20.7,7.2,0,33.36,0.00,0.66,,261_03,1,1,1,1
261_04,1,0,0,0,,261_04,18.2,20.3,5.4,0,90.86,0.02,0.73,,261_04,1,1,1,1
261_05,0,0,1,1,,261_05,16.6,21.1,3.7,0,67.23,0.00,0.71,,261_05,1,1,1,1
261_06,0,0,0,1,,261_06,15.0,22.5,2.1,0,21.28,0.00,0.65,,261_06,1,1,1,2
261_07,0,0,1,1,,261_07,13.4,23.7,0.7,0,12.51,0.02,0.64,,261_07,2,2,2,2
261_08,1,0,0,0,,261_08,12.1,24.3,0.3,0,19.15,0.01,0.45,,261_08,3,5,5,5
273_01,0,0,0,0,,273_01,12.4,4.0,4.2,0,4.68,0.30,0.63,,273_01,2,2,1,2
273_02,0,0,0,0,,273_02,10.5,5.6,5.0,0,7.87,0.50,0.61,,273_02,2,2,2,2
273_03,0,0,0,0,,273_03,8.6,7.3,5.3,0,7.65,0.27,0.64,,273_03,2,2,1,2
273_04,0,0,0,0,,273_04,7.1,9.0,4.5,0,9.32,0.56,0.62,,273_04,2,4,2,2
273_05,0,0,0,0,,273_05,5.2,10.7,3.1,0,17.23,0.68,0.62,,273_05,2,1,1,2
273_06,0,0,1,1,,273_06,3.4,12.6,1.5,0,16.47,0.21,0.64,,273_06,1,1,1,1
273_07,1,1,1,1,,273_07,1.6,14.4,0.4,0,11.39,0.11,0.42,,273_07,5,5,5,5
275_01,0,0,0,0,,275_01,15.0,15.9,10.0,0,3.31,0.00,0.56,,275_01,1,1,1,1
275_02,0,0,0,0,,275_02,13.6,17.6,11.0,0,11.94,0.00,0.55,,275_02,1,1,1,1
275_03,0,0,0,0,,275_03,11.8,19.2,10.8,0,11.77,0.00,0.59,,275_03,1,2,2,1
275_04,0,0,0,0,,275_04,10.2,21.0,9.3,0,10.07,0.00,0.62,,275_04,1,2,2,1
275_05,0,0,0,0,,275_05,8.5,22.6,7.6,0,1.00,0.01,0.59,,275_05,1,2,1,1
275_06,0,0,0,0,,275_06,6.7,24.0,5.7,0,0.01,0.02,0.62,,275_06,1,2,1,1
275_07,0,0,0,0,,275_07,4.8,25.6,3.9,0,3.32,0.02,0.64,,275_07,1,1,1,1
275_08,0,0,0,0,,275_08,3.1,27.4,2.4,0,17.17,0.00,0.67,,275_08,2,1,1,1
276_01,0,0,0,0,,276_01,18.9,1.0,2.6,0,0.20,0.01,0.61,,276_01,1,1,1,1
276_02,0,0,0,0,,276_02,19.2,2.8,2.9,0,0.10,0.01,0.61,,276_02,1,1,1,1
276_03,0,0,0,0,,276_03,19.0,4.4,2.8,0,2.77,0.00,0.62,,276_03,1,1,1,1
276_04,0,0,0,0,,276_04,19.3,6.2,3.1,0,1.76,0.00,0.62,,276_04,1,1,1,1
276_05,0,0,0,0,,276_05,20.1,8.0,3.7,0,0.43,0.00,0.57,,276_05,1,1,1,1
276_06,0,0,0,0,,276_06,20.1,9.7,5.0,0,4.41,0.00,0.58,,276_06,2,1,1,1
276_07,0,0,0,0,,276_07,18.4,11.5,6.2,0,12.57,0.00,0.61,,276_07,1,1,1,1
276_08,0,0,0,0,,276_08,17.0,13.3,7.7,0,5.48,0.00,0.62,,276_08,1,1,1,1
279_01,0,0,0,0,,279_01,8.2,1.3,0.8,0,13.53,0.05,0.57,,279_01,1,1,1,1
279_02,0,0,0,0,,279_02,9.9,2.9,2.6,0,15.92,0.04,0.65,,279_02,1,1,1,1
279_03,0,0,0,0,,279_03,11.0,4.7,4.4,0,17.00,0.03,0.65,,279_03,1,1,1,1
279_04,1,1,0,0,,279_04,11.5,6.4,6.0,0,9.77,0.00,0.64,,279_04,1,1,1,2
279_05,0,1,1,0,,279_05,12.7,7.9,7.6,0,54.09,0.00,0.72,,279_05,3,2,2,2
279_06,0,0,0,0,,279_06,12.8,9.5,8.2,0,107.05,0.00,0.77,,279_06,3,2,2,2
279_07,0,0,.,.,,279_07,12.6,10.4,7.8,0,110.18,0.00,0.75,,279_07,3,2,.,.
362_01,0,0,1,0,,362_01,1.7,17.3,0.1,0,0.00,0.37,0.34,,362_01,3,2,3,2
362_02,1,1,1,0,,362_02,3.2,15.4,0.1,0,0.00,0.71,0.40,,362_02,2,2,2,2
362_03,0,1,1,0,,362_03,3.1,13.4,0.1,0,1.39,0.79,0.39,,362_03,2,2,2,2
362_04,1,1,1,1,,362_04,1.8,11.4,0.1,0,5.71,0.60,0.38,,362_04,2,2,2,2
363_01,1,1,1,0,,363_01,3.1,16.9,1.5,0,0.00,0.77,0.61,,363_01,2,2,2,2
363_02,0,0,0,0,,363_02,4.9,17.1,3.5,0,0.87,0.81,0.61,,363_02,2,2,1,2
363_03,0,0,0,0,,363_03,6.7,18.1,4.7,0,1.07,0.93,0.59,,363_03,2,1,2,1
363_04,0,0,0,0,,363_04,8.5,18.8,5.4,0,0.46,0.65,0.61,,363_04,2,1,2,2
363_05,0,0,0,0,,363_05,10.3,18.5,6.2,0,0.34,0.60,0.60,,363_05,2,2,2,1
363_06,0,0,0,0,,363_06,12.3,18.6,5.5,0,0.50,0.52,0.60,,363_06,2,2,2,2
363_07,0,0,0,0,,363_07,13.6,18.3,4.0,0,4.67,0.63,0.60,,363_07,2,1,2,1
363_08,0,0,0,0,,363_08,12.8,17.0,2.2,0,11.63,0.21,0.64,,363_08,2,2,2,2
363_10,0,0,0,0,,363_10,13.2,15.8,2.3,0,39.30,0.16,0.69,,363_10,2,2,2,2
363_11,1,0,0,.,,363_11,13.0,15.1,3.4,0,103.61,0.21,0.77,,363_11,2,2,2,.
363_12,0,0,0,0,,363_12,5.5,16.2,3.7,0,6.29,0.80,0.62,,363_12,2,2,3,4
363_13,0,1,0,1,,363_13,6.7,14.7,4.4,0,12.47,0.49,0.63,,363_13,2,2,2,2
363_14,0,1,1,0,,363_14,7.7,14.1,5.7,0,4.25,0.31,0.64,,363_14,2,2,2,2
364_01,0,0,0,0,,364_01,11.8,14.1,0.1,0,1.80,0.37,0.38,,364_01,2,2,2,2
364_02,0,0,0,0,,364_02,11.3,15.8,0.3,0,3.06,0.55,0.36,,364_02,2,2,3,4
364_03,1,0,0,1,,364_03,10.5,17.2,0.1,0,3.76,0.64,0.35,,364_03,2,2,1,1
364_04,1,0,1,0,,364_04,9.8,19.1,0.1,0,5.86,0.53,0.37,,364_04,2,1,2,2
364_05,0,0,1,1,,364_05,9.4,21.0,0.1,0,8.54,0.35,0.39,,364_05,2,1,2,1
364_06,1,0,0,1,,364_06,8.3,22.4,0.1,0,7.93,0.16,0.40,,364_06,1,2,1,2
370_01,1,1,1,1,,370_01,2.4,8.7,0.1,0,1.69,0.83,0.36,,370_01,3,2,2,2
370_02,1,1,0,0,,370_02,4.2,6.7,0.1,0,12.39,0.88,0.29,,370_02,2,2,2,3
370_03,1,0,1,0,,370_03,6.0,4.8,0.1,0,10.02,0.84,0.30,,370_03,3,2,2,2
370_04,1,0,1,0,,370_04,6.0,2.8,0.1,0,5.06,0.67,0.30,,370_04,2,2,2,3
370_05,0,0,.,.,,370_05,5.4,1.3,0.1,0,13.41,0.72,0.36,,370_05,2,2,.,.
370_06,1,0,0,0,,370_06,6.1,1.0,0.8,0,9.93,0.78,0.40,,370_06,2,2,3,2
370_07,0,0,0,0,,370_07,7.9,2.7,2.6,0,9.89,0.42,0.63,,370_07,2,3,2,2
370_08,0,0,0,0,,370_08,9.0,4.1,3.5,0,15.49,0.22,0.65,,370_08,3,2,2,3
370_09,0,1,0,0,,370_09,9.8,5.4,4.1,0,17.21,0.30,0.64,,370_09,2,3,2,2
371_01,0,0,0,0,,371_01,9.3,14.0,7.6,0,1.79,0.74,0.61,,371_01,3,3,3,2
371_02,0,0,0,0,,371_02,10.8,14.4,9.2,0,0.10,0.59,0.61,,371_02,3,2,2,3
371_03,1,0,0,0,,371_03,12.2,14.5,10.3,0,0.00,0.74,0.59,,371_03,3,2,3,3
371_04,0,0,0,0,,371_04,14.0,15.2,10.7,0,0.00,0.55,0.60,,371_04,4,2,4,2
371_05,0,0,0,0,,371_05,15.6,15.7,11.2,0,0.02,0.89,0.58,,371_05,4,2,4,2
371_06,0,0,1,0,,371_06,16.9,16.0,12.3,0,0.31,0.33,0.61,,371_06,2,2,4,2
371_07,0,0,0,0,,371_07,18.7,17.3,12.6,0,3.38,0.41,0.61,,371_07,4,2,2,2
371_08,0,0,0,0,,371_08,18.8,18.7,12.6,0,6.41,0.31,0.62,,371_08,2,2,4,4
371_09,0,0,0,0,,371_09,19.0,19.5,13.6,0,8.40,0.57,0.61,,371_09,4,4,4,2
371_10,0,0,0,.,,371_10,19.6,20.1,14.7,0,11.54,0.64,0.61,,371_10,4,4,2,.
372_01,0,0,.,.,,372_01,7.4,23.9,0.1,0,4.34,0.64,0.37,,372_01,1,2,.,.
372_02,0,0,0,0,,372_02,7.1,25.1,0.2,0,4.31,0.59,0.37,,372_02,2,2,2,2
372_03,1,0,0,0,,372_03,6.9,26.7,0.2,0,5.99,0.13,0.40,,372_03,1,2,1,2
372_04,1,0,0,0,,372_04,5.7,28.4,0.2,0,8.92,0.15,0.39,,372_04,2,2,2,1
372_05,0,0,0,0,,372_05,4.5,30.1,0.3,0,16.26,0.13,0.41,,372_05,2,1,2,2
372_06,1,.,.,.,,372_06,3.9,31.1,0.2,0,33.54,0.01,0.45,,372_06,2,.,.,.
372_07,0,0,0,0,,372_07,4.7,32.1,1.1,0,39.79,0.05,0.72,,372_07,2,3,3,2
372_08,0,0,0,0,,372_08,5.8,33.3,2.1,0,37.63,0.17,0.70,,372_08,2,2,3,2
372_09,0,0,.,.,,372_09,6.5,34.1,2.6,0,34.91,0.22,0.69,,372_09,3,3,.,.
372_10,0,0,0,0,,372_10,7.9,34.1,3.8,0,33.91,0.06,0.71,,372_10,3,3,2,2
372_11,0,0,0,.,,372_11,9.2,34.8,4.6,0,33.20,0.04,0.70,,372_11,3,3,2,.
373_01,1,1,1,1,,373_01,5.3,35.4,0.2,0,3.41,0.35,0.42,,373_01,2,2,2,2
373_02,1,1,1,1,,373_02,6.8,37.2,0.2,0,1.30,0.25,0.42,,373_02,2,2,2,2
373_03,0,1,1,1,,373_03,8.4,39.0,0.2,0,0.00,0.16,0.41,,373_03,2,2,2,2
373_04,0,0,0,0,,373_04,8.6,40.8,0.1,0,1.42,0.13,0.41,,373_04,2,2,2,2
373_05,0,0,1,1,,373_05,7.6,42.5,0.1,0,5.12,0.22,0.39,,373_05,2,2,2,2
373_06,0,0,1,1,,373_06,7.3,44.2,0.1,0,2.58,0.21,0.38,,373_06,2,2,1,1
373_07,1,1,.,.,,373_07,7.5,44.9,0.4,0,0.61,0.05,0.59,,373_07,1,2,.,.
378_01,0,0,0,0,,378_01,9.7,7.3,5.0,0,12.63,0.24,0.65,,378_01,3,2,3,2
378_02,0,0,0,0,,378_02,9.4,9.2,6.2,0,12.80,0.04,0.67,,378_02,2,2,2,3
378_03,0,0,0,0,,378_03,9.5,11.0,7.4,0,12.61,0.19,0.65,,378_03,2,3,2,3
378_04,0,0,1,0,,378_04,9.0,12.7,7.8,0,14.76,0.46,0.63,,378_04,2,2,3,3
378_05,0,0,.,.,,378_05,8.7,14.0,7.9,0,14.25,0.75,0.61,,378_05,2,2,.,.
378_06,1,0,0,0,,378_06,9.1,15.4,8.4,0,17.64,0.68,0.62,,378_06,2,3,2,2
378_07,0,0,.,.,,378_07,9.7,16.8,8.9,0,21.22,0.41,0.65,,378_07,2,2,.,.
378_08,0,1,0,0,,378_08,10.6,18.0,9.7,0,11.76,0.39,0.64,,378_08,2,2,2,2
378_09,0,0,0,0,,378_09,11.5,19.9,10.5,0,2.75,0.21,0.64,,378_09,2,1,2,2
379_01,0,0,0,0,,379_01,20.2,21.3,15.9,0,15.52,0.47,0.63,,379_01,2,2,2,2
380_01,0,0,0,0,,380_01,19.8,23.2,16.0,0,9.78,0.32,0.63,,380_01,2,2,2,2
380_02,0,0,.,.,,380_02,19.2,24.5,15.5,0,4.29,0.21,0.63,,380_02,3,3,.,.
380_03,0,0,0,0,,380_03,18.0,25.8,14.5,0,4.59,0.16,0.64,,380_03,4,2,2,4
380_04,0,0,0,0,,380_04,17.1,27.7,13.5,0,7.42,0.19,0.65,,380_04,2,4,2,2
380_05,0,0,0,0,,380_05,16.4,29.6,12.7,0,8.08,0.28,0.63,,380_05,2,2,2,2
380_06,0,1,0,0,,380_06,16.8,31.3,12.7,0,3.41,0.42,0.62,,380_06,2,2,2,2
380_07,0,0,0,0,,380_07,17.9,32.9,13.4,0,0.90,0.43,0.62,,380_07,4,2,2,2
380_08,0,0,0,0,,380_08,19.2,34.6,13.9,0,5.39,0.27,0.63,,380_08,2,2,2,2
380_09,0,0,0,0,,380_09,20.4,36.3,14.4,0,4.80,0.32,0.63,,380_09,4,2,2,4
380_10,0,0,1,0,,380_10,21.7,38.1,14.8,0,10.46,0.25,0.63,,380_10,4,2,2,2
380_11,0,1,.,.,,380_11,22.3,39.5,15.1,0,18.98,0.42,0.63,,380_11,4,2,.,.
380_12,1,1,0,0,,380_12,20.5,38.6,13.3,0,32.34,0.19,0.67,,380_12,3,3,3,2
380_13,0,0,0,0,,380_13,19.0,37.6,12.2,0,32.31,0.28,0.66,,380_13,3,3,3,3
380_14,0,0,0,0,,380_14,17.4,36.8,11.0,0,29.34,0.66,0.63,,380_14,3,2,3,3
380_15,0,0,0,0,,380_15,15.7,36.4,9.7,0,32.36,0.60,0.64,,380_15,2,3,3,3
381_01,1,1,1,1,,381_01,7.6,46.1,0.1,0,0.03,0.12,0.35,,381_01,2,1,2,2
381_02,0,0,0,0,,381_02,8.4,44.6,0.1,0,0.38,0.08,0.36,,381_02,2,1,2,2
381_03,1,0,0,0,,381_03,9.1,42.9,0.2,0,4.23,0.25,0.40,,381_03,2,3,2,2
381_04,0,0,0,0,,381_04,22.8,40.8,15.5,0,21.13,0.23,0.65,,381_04,2,2,3,2
381_05,0,0,.,.,,381_05,23.4,42.1,15.5,0,23.33,0.08,0.67,,381_05,3,2,.,.
381_06,0,0,0,0,,381_06,23.2,43.1,14.9,0,30.66,0.29,0.66,,381_06,2,3,3,3
381_07,0,0,0,0,,381_07,22.3,41.9,14.7,0,31.15,0.15,0.68,,381_07,2,3,3,3
381_08,0,0,0,0,,381_08,21.7,40.5,14.5,0,31.69,0.19,0.67,,381_08,3,2,3,3
381_09,0,0,.,.,,381_09,21.2,39.6,13.9,0,32.17,0.15,0.68,,381_09,2,2,.,.
381_10,0,0,1,0,,381_10,8.4,46.6,0.9,0,1.09,0.12,0.61,,381_10,1,2,2,2
381_11,1,1,1,1,,381_11,9.9,46.2,2.4,0,5.08,0.05,0.66,,381_11,2,2,2,2
381_12,1,1,.,.,,381_12,10.3,45.5,2.9,0,3.72,0.12,0.65,,381_12,3,3,.,.
381_13,1,1,.,.,,381_13,10.7,46.0,3.2,0,6.01,0.02,0.66,,381_13,2,2,.,.
